,url,listingid,ZIP,Monthly Rent,Bedrooms,Bathrooms,Square Feet,walkScore,transitScore,Deposit,latitude,longitude,Pet,neighborhood
608,https://www.apartments.com/8405-wheatfield-dr-indianapolis-in/j3y5b74/,j3y5b74,46113,"$1,925",4 bd,2.5 ba,"2,377 sq ft",10,0,,39.64124,-86.30791,,Indianapolis
609,https://www.apartments.com/46-n-ritter-ave-indianapolis-in/48kt6vh/,48kt6vh,46219,"$1,000",2 bd,1 ba,860 sq ft,78,38,,39.77202,-86.07336,,Irvington
610,https://www.apartments.com/the-ripple-indianapolis-in/46bl3ml/,46bl3ml,46220,"$1,950 - $2,184",2 bd,1 - 2 ba,"1,128 - 1,189 sq ft",76,36,,39.86905,-86.13429,,Indianapolis
611,https://www.apartments.com/2358-carrollton-ave-indianapolis-in/jrh0d64/,jrh0d64,46205,"$3,000",4 bd,2.5 ba,"2,800 sq ft",47,46,"$3,000 deposit",39.80113,-86.14356,0,Martindale-Brightwood
612,https://www.apartments.com/1046-reserve-way-indianapolis-in/dw6qnvk/,dw6qnvk,46220,"$1,850",2 bd,1 ba,,59,38,,39.87719,-86.14074,,Broad Ripple
613,https://www.apartments.com/4249-fairview-ter-indianapolis-in/75q0kry/,75q0kry,46208,"$2,400",5 bd,2 ba,"1,254 sq ft",38,30,"$2,400 deposit",39.83352,-86.17389,,Butler-Tarkington
614,https://www.apartments.com/17-n-randolph-st-indianapolis-in/9stbvn6/,9stbvn6,46201,"$1,795",3 bd,2 ba,"1,822 sq ft",53,39,"$1,795 deposit",39.76804,-86.12805,,Near Eastside
615,https://www.apartments.com/wonderful-3-bedroom-indianapolis-in/ptc77zv/,ptc77zv,46217,"$1,595",3 bd,2 ba,"1,494 sq ft",13,0,,39.67417,-86.18343,,Dakota Ridge
616,https://www.apartments.com/harding-street-lofts-indianapolis-in/3cfj7gg/,3cfj7gg,46222,"$1,456",2 bd,2 ba,725 sq ft,33,39,$400 deposit,39.76579,-86.18607,,West Indianapolis
617,https://www.apartments.com/the-mk-indianapolis-in/s7s9944/,s7s9944,46220,"$1,286 - $4,043",Studio - 3 bd,1 - 2.5 ba,"541 - 1,588 sq ft",69,38,,39.86115,-86.14653,,Broad Ripple
618,https://www.apartments.com/the-stratford-indianapolis-in/b0derkb/,b0derkb,46224,$630 - $750,Studio - 3 bd,1 - 2 ba,"363 - 1,300 sq ft",25,31,,39.81323,-86.2503,,Eagledale
619,https://www.apartments.com/4401-eagle-creek-pkwy-indianapolis-in/k4x5dq9/,k4x5dq9,46254,"$1,614",2 bd,2 ba,"1,092 sq ft",28,32,,39.83439,-86.2864,,Indianapolis
620,https://www.apartments.com/pangea-fields-indianapolis-in/zkfrydz/,zkfrydz,46222,"$791 - $1,426",1 - 3 bd,1 - 2 ba,"662 - 1,278 sq ft",25,33,,39.8166,-86.21644,,Eagledale
621,https://www.apartments.com/5828-long-ridge-pl-indianapolis-in/jgmxml6/,jgmxml6,46221,"$1,600",3 bd,2 ba,"1,454 sq ft",2,21,,39.6789,-86.28331,,Valley Mills
622,https://www.apartments.com/broad-ripple-apartments-indianapolis-in/9b499y4/,9b499y4,46220,"$1,050 - $1,475",2 bd,1 - 1.5 ba,"800 - 1,000 sq ft",90,38,$250 deposit,39.86822,-86.14039,,Broad Ripple
623,https://www.apartments.com/temple-lofts-indianapolis-in/9pfhd97/,9pfhd97,46202,"$1,350",2 bd,2 ba,834 sq ft,57,50,,39.784,-86.16886,,Indianapolis
624,https://www.apartments.com/abney-lake-indianapolis-in/m86v9ql/,m86v9ql,46222,"$723 - $1,113",1 - 3 bd,1 - 1.5 ba,"700 - 1,200 sq ft",14,30,,39.82218,-86.21844,,Eagledale
625,https://www.apartments.com/pleasant-run-senior-apartments-indianapolis-in/y6xs26s/,y6xs26s,46237,"$1,210 - $1,420",1 - 2 bd,1 - 1.5 ba,625 - 940 sq ft,26,23,,39.64506,-86.08631,,South Perry
626,https://www.apartments.com/5550-wood-hollow-dr-indianapolis-in/bv0vzmc/,bv0vzmc,46239,"$1,660",3 bd,2 ba,"1,482 sq ft",23,0,,39.68744,-86.02219,,Galludet
627,https://www.apartments.com/1413-e-washington-st-indianapolis-in/gt0ejfy/,gt0ejfy,46201,$550,Studio bd,1 ba,400 sq ft,62,43,$350 deposit,39.76675,-86.13481,,Near Southeast
628,https://www.apartments.com/now-offering-first-full-month-free-indianapolis-in/2jek48c/,2jek48c,46208,"$1,595",3 bd,1.5 ba,"1,532 sq ft",66,44,,39.82716,-86.16516,,Butler-Tarkington
629,https://www.apartments.com/4382-round-lake-bend-indianapolis-in/hzv1qr3/,hzv1qr3,46234,"$1,950",4 bd,2.5 ba,"2,100 sq ft",8,0,,39.82801,-86.33045,,Indianapolis
630,https://www.apartments.com/803-cameron-st-indianapolis-in/y266sws/,y266sws,46203,"$1,400",3 bd,1 ba,"1,373 sq ft",60,38,"$1,400 deposit",39.72514,-86.14582,,Garfield Park
631,https://www.apartments.com/tgm-shadeland-station-indianapolis-in/9kktqc6/,9kktqc6,46256,"$940 - $1,335",1 - 2 bd,1 - 2 ba,"700 - 1,000 sq ft",25,30,,39.88415,-86.04064,,I-69 Fall Creek
632,https://www.apartments.com/lake-castleton-indianapolis-in/qedv4jz/,qedv4jz,46256,"$775 - $1,750",Studio - 2 bd,1 - 2.5 ba,"431 - 1,234 sq ft",53,33,,39.89247,-86.04506,,I-69 Fall Creek
633,https://www.apartments.com/1916-windy-hill-lane-indianapolis-in/6rzkr1t/,6rzkr1t,46239,"$1,595",3 bd,2 ba,"1,402 sq ft",11,0,,39.74365,-86.03515,,Raymond Park
634,https://www.apartments.com/2358-shoemaker-court-indianapolis-in/d2kbl1h/,d2kbl1h,46229,"$1,550",4 bd,2.5 ba,"1,664 sq ft",1,0,,39.80275,-85.9655,,East Warren
635,https://www.apartments.com/4506-4508-e-16th-st-re-integrity-indianapolis-in/bphtgpc/,bphtgpc,46201,$600,2 bd,1 ba,552 sq ft,49,33,,39.78906,-86.09306,,Near Eastside
636,https://www.apartments.com/1824-brassica-ln-indianapolis-in/l4vp4we/,l4vp4we,46217,,,,,12,0,,39.67007,-86.19208,,Dakota Ridge
637,https://www.apartments.com/harbour-pointe-indianapolis-in/k8t6sgb/,k8t6sgb,46205,"$969 - $1,344",1 - 2 bd,1 - 1.5 ba,"650 - 1,065 sq ft",19,32,,39.83699,-86.11344,,Millersville
638,https://www.apartments.com/schoolhouse-flats-indianapolis-in/570n2zm/,570n2zm,46219,"$969 - $1,049",1 bd,1 ba,700 sq ft,43,26,,39.76498,-86.06451,,Irvington
639,https://www.apartments.com/the-legend-at-speedway-speedway-in/h0yhfl2/,h0yhfl2,46224,"$892 - $1,171",1 - 2 bd,1 ba,571 - 896 sq ft,54,0,,39.79611,-86.25251,,Speedway
640,https://www.apartments.com/canterbury-house-apartments-mann-road-indianapolis-in/21mgzzc/,21mgzzc,46221,"$932 - $1,148",1 - 4 bd,1 - 2 ba,"792 - 1,383 sq ft",1,0,,39.6689,-86.25131,,Valley Mills
641,https://www.apartments.com/926-n-california-st-indianapolis-in/rlt7dl3/,rlt7dl3,46202,"$2,250",4 bd,3.5 ba,"2,000 sq ft",78,53,"$2,250 deposit",39.78015,-86.16958,0,Circle City
642,https://www.apartments.com/metropolitan-fishers-fishers-in/423jv2l/,423jv2l,46038,"$1,175 - $1,379",1 - 2 bd,1 - 2 ba,"801 - 1,006 sq ft",21,0,,39.9359,-86.05721,,Fishers
643,https://www.apartments.com/landings-at-56th-indianapolis-in/295j3bc/,295j3bc,46226,"$681 - $3,001",1 - 2 bd,1 - 1.5 ba,670 - 960 sq ft,12,0,,39.84986,-86.04296,,Indianapolis
644,https://www.apartments.com/grande-reserve-at-geist-indianapolis-in/p6wm8vs/,p6wm8vs,46236,"$1,050 - $1,695",1 - 3 bd,1 - 2 ba,"771 - 1,381 sq ft",54,0,,39.90129,-85.96557,,Geist
645,https://www.apartments.com/512-e-minnesota-st-indianapolis-in/pe2bf9r/,pe2bf9r,46203,"$899 - $1,125",Studio - 2 bd,1 ba,565 - 905 sq ft,63,39,,39.74493,-86.14895,,Bates-Hendricks
646,https://www.apartments.com/the-line-indianapolis-in/vz1ql6f/,vz1ql6f,46220,"$1,507 - $2,971",Studio - 2 bd,1 - 2.5 ba,"581 - 1,644 sq ft",83,39,,39.87235,-86.14177,,Broad Ripple
647,https://www.apartments.com/9115-bainbridge-drive-camby-in/jp8nq55/,jp8nq55,46113,"$1,595",3 bd,2.5 ba,"2,328 sq ft",36,0,,39.63974,-86.32278,,Camby
648,https://www.apartments.com/near-eastside-4br-house-indianapolis-in/2kkgebb/,2kkgebb,46201,$775,4 bd,1 ba,"1,794 sq ft",48,36,,39.78434,-86.10568,,Near Eastside
649,https://www.apartments.com/10481-lookout-lane-indianapolis-in/g65lrwx/,g65lrwx,46234,,,,,5,0,,39.79852,-86.33651,,Indianapolis
650,https://www.apartments.com/redwood-indianapolis-indianapolis-in/08xl6e3/,08xl6e3,46237,"$1,499 - $3,122",2 bd,2 ba,"1,127 - 1,709 sq ft",17,19,$500 deposit,39.65263,-86.07,,South Franklin
651,https://www.apartments.com/briergate-indianapolis-in/s460sx4/,s460sx4,46229,$635 - $905,1 - 2 bd,1 ba,576 - 852 sq ft,23,30,$250 deposit,39.80905,-86.00737,,Far Eastside
652,https://www.apartments.com/the-boardwalk-at-westlake-indianapolis-in/r7tm5g1/,r7tm5g1,46224,"$613 - $1,044",Studio - 3 bd,1 - 2.5 ba,"441 - 1,300 sq ft",17,32,,39.77177,-86.26394,,Garden City
653,https://www.apartments.com/2115-ringgold-ave-indianapolis-in/dp42tdl/,dp42tdl,46203,$800,1 bd,1 ba,852 sq ft,72,38,,39.73911,-86.14219,,Garfield Park
654,https://www.apartments.com/7753-danube-st-indianapolis-in/g5cp0ty/,g5cp0ty,46239,"$1,575",4 bd,2 ba,"1,486 sq ft",13,0,"$1,575 deposit",39.72267,-86.02943,,Five Points
655,https://www.apartments.com/auburn-hill-indianapolis-in/rwx3ej1/,rwx3ej1,46224,"$950 - $1,410",1 - 3 bd,1 - 2 ba,"722 - 1,202 sq ft",44,34,,39.77829,-86.26218,,Garden City
656,https://www.apartments.com/the-connect-apartments-indianapolis-in/7dj986y/,7dj986y,46260,"$750 - $1,450",1 - 3 bd,1.5 - 2.5 ba,"875 - 1,310 sq ft",12,30,,39.90054,-86.19403,,St Vincent Greenbriar
657,https://www.apartments.com/bayview-club-apartment-homes-indianapolis-in/pvym5wr/,pvym5wr,46250,"$1,135 - $3,385",1 - 3 bd,1 - 2 ba,"722 - 1,242 sq ft",50,33,,39.89117,-86.04797,,I-69 Fall Creek
658,https://www.apartments.com/the-elaan-indianapolis-in/b3t3d9b/,b3t3d9b,46204,"$1,425 - $2,568",Studio - 2 bd,1 - 2 ba,"570 - 1,200 sq ft",89,67,,39.76812,-86.14856,,Circle City
659,https://www.apartments.com/the-whit-indianapolis-in/3h95znf/,3h95znf,46204,"$1,365 - $3,600",Studio - 3 bd,1 - 2 ba,"543 - 1,675 sq ft",98,67,,39.77188,-86.15553,,Circle City
660,https://www.apartments.com/8403-gates-corner-dr-indianapolis-in/te922db/,te922db,46113,"$1,940",4 bd,3 ba,"3,000 sq ft",9,0,"$1,940 deposit",39.64248,-86.3099,,Indianapolis
661,https://www.apartments.com/10143-stillwell-dr-avon-in/7s10cdx/,7s10cdx,46123,,,,,19,0,,39.77256,-86.34376,,Avon
662,https://www.apartments.com/8851-springside-ln-e-indianapolis-in/6csyztr/,6csyztr,46260,"$2,192",2 bd,2 ba,"1,150 sq ft",67,35,,39.9148,-86.2009,,St Vincent Greenbriar
663,https://www.apartments.com/cross-creek-apartments-indianapolis-in/0zh5801/,0zh5801,46254,$715 - $970,1 - 2 bd,1 - 2 ba,510 - 910 sq ft,41,25,,39.85794,-86.2428,,Snacks Guion Creek
664,https://www.apartments.com/ardmore-indianapolis-in/q84gw6z/,q84gw6z,46204,"$1,144 - $4,390",Studio - 2 bd,1 - 2 ba,"491 - 1,692 sq ft",98,68,,39.77097,-86.15549,,Downtown Indianapolis
665,https://www.apartments.com/maxwell-apartments-indianapolis-in/cjzc9dg/,cjzc9dg,46204,"$1,300 - $2,585",Studio - 2 bd,1 - 2.5 ba,"577 - 1,543 sq ft",93,67,,39.77016,-86.14771,,Circle City
666,https://www.apartments.com/cosmopolitan-on-the-canal-indianapolis-in/d729k3h/,d729k3h,46202,"$1,325 - $2,970",Studio - 2 bd,1 - 2.5 ba,"653 - 1,838 sq ft",87,62,,39.77488,-86.16408,,The Canal
667,https://www.apartments.com/5822-southern-springs-lane-indianapolis-in/gg17ljw/,gg17ljw,46237,"$1,695",3 bd,2 ba,"1,400 sq ft",5,15,,39.64697,-86.067,,South Franklin
668,https://www.apartments.com/spinnaker-court-indianapolis-in/704rmdz/,704rmdz,46214,$610 - $984,1 - 2 bd,1 - 2 ba,"470 - 1,140 sq ft",14,30,,39.82,-86.29108,,Eagle Creek
669,https://www.apartments.com/estates-of-creekside-apartments-indianapolis-in/jxbt7z5/,jxbt7z5,46227,"$999 - $1,494",1 - 3 bd,1 - 2 ba,"675 - 1,175 sq ft",61,27,,39.6489,-86.11477,,South Perry
670,https://www.apartments.com/the-lakes-apartments-indianapolis-in/q6q8mgw/,q6q8mgw,46268,"$1,171",1 - 3 bd,1 - 2 ba,"750 - 1,258 sq ft",73,34,,39.91497,-86.20407,,College Park
671,https://www.apartments.com/the-hermitage-indianapolis-in/b01lk1b/,b01lk1b,46224,"$965 - $1,265",1 - 3 bd,1 - 2 ba,"665 - 1,080 sq ft",62,0,,39.79725,-86.25604,,Indianapolis
672,https://www.apartments.com/woods-of-castleton-indianapolis-in/694cxws/,694cxws,46256,"$884 - $1,334",1 - 3 bd,1 - 1.5 ba,"700 - 1,325 sq ft",34,34,,39.90704,-86.03915,,I-69 Fall Creek
673,https://www.apartments.com/8317-becks-mill-ln-indianapolis-in/yv688jv/,yv688jv,46113,"$1,805",3 bd,2.5 ba,"2,336 sq ft",31,0,,39.64236,-86.32392,,Indianapolis
674,https://www.apartments.com/8825-browns-valley-ln-indianapolis-in/f79f1jv/,f79f1jv,46113,"$1,790",3 bd,2.5 ba,"2,494 sq ft",6,0,,39.63538,-86.31756,,Indianapolis
675,https://www.apartments.com/pine-glen-apartments-indianapolis-in/w9l6zzk/,w9l6zzk,46227,"$785 - $1,200",1 - 3 bd,1 - 2 ba,"608 - 1,457 sq ft",62,27,,39.70603,-86.15529,,North Perry
676,https://www.apartments.com/3121-e-michigan-st-indianapolis-in/5m4yr4q/,5m4yr4q,46201,$575,1 bd,1 ba,650 sq ft,52,41,$575 deposit,39.7744,-86.11104,,Near Eastside
677,https://www.apartments.com/2027-broadway-st-indianapolis-in/l99r29g/,l99r29g,46202,"$2,500",5 bd,4 ba,"2,700 sq ft",59,49,"$2,500 deposit",39.7947,-86.14561,0,Martindale-Brightwood
678,https://www.apartments.com/2043-lohr-drive-indianapolis-in/n3clcfm/,n3clcfm,46214,"$1,495",3 bd,2 ba,"1,245 sq ft",14,20,,39.7933,-86.28036,,Chapel Hill Ben Davis
679,https://www.apartments.com/7248-eagle-bay-n-dr-indianapolis-in/7wtggfw/,7wtggfw,46254,"$2,085",3 bd,2 ba,"2,102 sq ft",26,31,,39.83286,-86.28895,,Eagle Creek
680,https://www.apartments.com/1739-shawnee-rd-indianapolis-in/90gs5s4/,,,,,,,,,,,,,
681,https://www.apartments.com/3-br-2-bath-house-714-north-tremont-st-indianapolis-in/ys1vylv/,ys1vylv,46222,"$1,100",3 bd,2 ba,"1,430 sq ft",54,36,,39.77708,-86.20143,,Near Westside Indianapolis
682,https://www.apartments.com/park-at-eagle-creek-indianapolis-in/ryvxv93/,ryvxv93,46254,"$1,063 - $1,696",1 - 3 bd,1 - 2 ba,"751 - 1,264 sq ft",7,11,$200 deposit,39.85147,-86.27963,,Eagle Creek
683,https://www.apartments.com/1245-n-gibson-ave-indianapolis-in/6efptes/,6efptes,46219,"$1,745",3 bd,1.5 ba,"2,296 sq ft",29,35,,39.78556,-86.01556,,East Warren
684,https://www.apartments.com/eagle-creek-apartments-indianapolis-in/b2rgj4c/,b2rgj4c,46234,"$1,060 - $1,535",1 - 3 bd,1 - 2 ba,"910 - 1,360 sq ft",0,0,,39.82798,-86.31498,,Eagle Creek
685,https://www.apartments.com/835-camp-st-indianapolis-in/4c4vlbj/,4c4vlbj,46202,"$1,400",2 bd,1 ba,"1,000 sq ft",78,52,"$1,400 deposit",39.77903,-86.17001,0,Circle City
686,https://www.apartments.com/the-historic-bauer-indianapolis-in/ser87c4/,ser87c4,46208,$620,1 bd,1 ba,725 - 850 sq ft,74,49,,39.82304,-86.15747,,Crown Hill
687,https://www.apartments.com/450-massachusetts-ave-indianapolis-in-unit-201/mcgjntk/,mcgjntk,46204,"$1,095",1 bd,1 ba,614 sq ft,98,65,$500 deposit,39.77354,-86.15162,,Chatham Arch
688,https://www.apartments.com/beechmill-apartments-indianapolis-in/rncfre2/,rncfre2,46227,"$860 - $1,120",1 - 2 bd,1 - 1.5 ba,650 - 939 sq ft,51,26,,39.64167,-86.13442,,South Perry
689,https://www.apartments.com/7745-solana-dr-indianapolis-in/pr42e1t/,pr42e1t,46240,"$2,418",2 bd,2 ba,"1,102 sq ft",14,22,,39.89702,-86.12034,,Keystone
690,https://www.apartments.com/regency-lihtc-indianapolis-in/2zv7v1c/,2zv7v1c,46227,"$662 - $1,088",1 - 3 bd,1 - 1.5 ba,"698 - 1,398 sq ft",38,22,,39.68527,-86.15546,,Southdale
691,https://www.apartments.com/11634-rosswood-blvd-indianapolis-in/wtnenxl/,wtnenxl,46229,"$1,795",3 bd,2.5 ba,"2,122 sq ft",0,0,,39.80141,-85.95809,,East Warren
692,https://www.apartments.com/malls/in/indianapolis/oxford/y084qes/,,,,,,,,,,,,,
693,https://www.apartments.com/scandia-apartments-indianapolis-in/9er4df5/,9er4df5,46250,"$899 - $1,679",1 - 3 bd,1 - 2.5 ba,"780 - 1,759 sq ft",35,0,,39.92207,-86.07089,,Castleton
694,https://www.apartments.com/3-br-1-bath-house-8524-georgiana-ln-indianapolis-in/796jkww/,796jkww,46226,"$1,050",3 bd,1 ba,864 sq ft,51,35,,39.83584,-86.01789,,Far Eastside
695,https://www.apartments.com/442-parkway-ave-indianapolis-in/ek8mt7q/,ek8mt7q,46225,"$2,295",4 bd,3 ba,"3,100 sq ft",75,40,"$2,295 deposit",39.74926,-86.14994,,Bates-Hendricks
696,https://www.apartments.com/ayr-indianapolis-in/fkdb8hv/,fkdb8hv,46220,"$995 - $1,954",Studio - 2 bd,1 - 2 ba,"508 - 1,177 sq ft",51,33,$250 deposit,39.86594,-86.11725,,Glendale
697,https://www.apartments.com/the-avenue-indianapolis-in/z394tby/,z394tby,46202,"$735 - $3,500",Studio - 4 bd,1 - 4 ba,"362 - 1,620 sq ft",64,47,,39.78115,-86.17441,,Circle City
698,https://www.apartments.com/1629-hoefgen-street-indianapolis-in/hynbrv3/,hynbrv3,46203,"$1,175",3 bd,2 ba,"1,000 sq ft",38,37,,39.732,-86.13137,,Near Southeast
699,https://www.apartments.com/550-fletcher-ave-indianapolis-in/1jk9p55/,1jk9p55,46203,"$1,249",2 bd,1.5 ba,"1,030 sq ft",82,65,,39.76144,-86.14765,,Fletcher Place
700,https://www.apartments.com/the-lodge-at-trails-edge-indianapolis-in/1wp4yw6/,1wp4yw6,46240,"$999 - $1,395",1 - 2 bd,1 - 2 ba,"652 - 1,084 sq ft",32,18,,39.92478,-86.13803,,Nora Far Northside
701,https://www.apartments.com/8506-westfield-blvd-indianapolis-in/nxzxzyn/,nxzxzyn,46240,"$1,855",1 bd,1 ba,788 sq ft,59,30,,39.90971,-86.13433,,North Central
702,https://www.apartments.com/the-continental-towers-at-vermont-place-indianapolis-in/lskywte/,lskywte,46204,"$1,020 - $1,528",1 - 2 bd,1 - 2 ba,"550 - 1,100 sq ft",96,67,,39.77318,-86.15808,,Indianapolis
703,https://www.apartments.com/36-n-ewing-st-indianapolis-in/zv95hgx/,zv95hgx,46201,"$1,700",2 bd,1 ba,"1,600 sq ft",50,40,,39.77012,-86.10524,,Near Eastside
